Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5045,Dragons Glory Gold Edition,XB,2009.0,Role-Playing,Warner Bros. Interactive,0.0,0.01,0.02,0.0,0.03
5046,Depths Nations: Remastered,3DS,2014.0,Shooter,Activision,0.02,0.01,0.0,0.0,0.03
5047,Fall of Gridiron,Wii,2013.0,Puzzle,Epic Games,0.01,0.01,0.0,0.01,0.03
5048,Legend of Heroes,GB,2000.0,Action,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
5049,Quest for Titans 3,PS,2005.0,Action,Electronic Arts,0.02,0.01,0.0,0.0,0.03
5050,Warriors Valor II,Switch,2019.0,Action,Ubisoft,0.01,0.01,0.0,0.01,0.03
5051,Call of Racing Stars,PS4,2016.0,Shooter,THQ,0.02,0.01,0.0,0.0,0.03
5052,Kingdom of Racing Stars: Next Gen,DS,2014.0,Sports,Square Enix,0.02,0.01,0.0,0.0,0.03
5053,Conquest Odyssey 3,PSV,2011.0,Puzzle,2K Games,0.01,0.0,0.01,0.01,0.03
5054,Arena Honor II,PS3,2017.0,Role-Playing,THQ,0.01,0.0,0.02,0.0,0.03
5055,Rise of Champions: Revolution,GB,2002.0,Action,2K Games,0.01,0.01,0.0,0.01,0.03
5056,Empire of Warriors: Reborn,Wii,2012.0,Misc,2K Games,0.01,0.01,0.01,0.0,0.03
5057,Quest for Fury: Next Gen,N64,1996.0,Shooter,THQ,0.02,0.01,0.0,0.0,0.03
5058,Dragons Rebellion 2,3DS,2020.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
5059,Dragons Valor: Origins,GC,2004.0,Adventure,THQ,0.02,0.01,0.0,0.0,0.03
5060,Heroes Empires II,X360,2013.0,Shooter,Take-Two Interactive,0.01,0.01,0.0,0.01,0.03
5061,Shadow of Empires Gold Edition,3DS,2013.0,Racing,Take-Two Interactive,0.01,0.01,0.0,0.01,0.03
5062,Glory Champions 2,WiiU,2015.0,Action,Epic Games,0.02,0.01,0.0,0.0,0.03
5063,Call of Warriors: Next Gen,PSP,2007.0,Strategy,2K Games,0.01,0.01,0.01,0.0,0.03
5064,Tales of Depths: Remastered,PSP,2010.0,Platform,Activision,0.02,0.01,0.0,0.0,0.03
5065,Age of Depths 2,WiiU,2019.0,Sports,,0.01,0.01,0.0,0.01,0.03
5066,Quest for Warriors 3,PS,2009.0,Action,Activision,0.02,0.01,0.0,0.0,0.03
5067,Racing Stars Destiny: Remastered,N64,2005.0,Racing,CD Projekt,0.01,0.01,0.0,0.01,0.03
5068,Rebellion Empires II,X360,2008.0,Role-Playing,THQ,0.0,0.01,0.02,0.0,0.03
5069,Quest for Rebellion,GB,2004.0,Fighting,Take-Two Interactive,0.01,0.01,0.01,0.0,0.03
5070,Battle for Duty: Remastered,PSP,2004.0,Misc,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03
5071,Rise of Dragons: Reborn,X360,2009.0,Fighting,Epic Games,0.01,0.01,0.01,0.0,0.03
5072,Valor Frontier: Revolution,PSV,2019.0,Platform,Epic Games,0.01,0.01,0.0,0.01,0.03
5073,Legend of Racing Stars: Origins,SNES,1997.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5074,Shadow of Empires,PS2,2004.0,Misc,Square Enix,0.0,0.01,0.01,0.01,0.03
5075,Quest for Duty 3,Switch,2018.0,Action,Activision,0.01,0.01,0.01,0.0,0.03
5076,Legend of Legends: Reborn,PSV,2016.0,Racing,Atari,0.02,0.01,0.0,0.0,0.03
5077,Empires Skies,X360,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.01,0.01,0.01,0.03
5078,Rise of Nations,PSV,2014.0,Adventure,Square Enix,0.03,0.0,0.0,0.0,0.03
5079,Rise of Legends 2,PSV,2013.0,Adventure,Namco Bandai Games,0.01,0.01,0.0,0.01,0.03
5080,Duty Storm: Revolution,PS3,2016.0,Racing,Activision,0.02,0.01,0.0,0.0,0.03
5081,Age of Odyssey: Next Gen,SNES,2006.0,Platform,Disney Interactive Studios,0.0,0.01,0.01,0.01,0.03
5082,Depths Racing Stars 3,XOne,2013.0,Adventure,Atari,0.02,0.01,0.0,0.0,0.03
5083,Fall of Racing Stars: Next Gen,GB,1998.0,Sports,Atari,0.02,0.01,0.0,0.0,0.03
5084,Arena Honor: Remastered,XB,2009.0,Shooter,2K Games,0.02,0.01,0.0,0.0,0.03
5085,Battle for Heroes 3,N64,,Misc,Warner Bros. Interactive,0.02,0.0,0.0,0.01,0.03
5086,Battle for Racing Stars III,PS4,2018.0,Shooter,Capcom,0.02,0.01,0.0,0.0,0.03
5087,Odyssey Frontier: Revolution,GC,2006.0,Role-Playing,CD Projekt,0.01,0.01,0.01,0.0,0.03
5088,Fall of Nations 3,PS,1996.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5089,Legends Heroes 3,WiiU,2015.0,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.03
5090,Gridiron Dragons II,PC,2000.0,Sports,Sega,0.01,0.02,0.0,0.0,0.03
5091,Glory Odyssey,PS3,2013.0,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03
5092,Tales of Shadows: Origins,Switch,2019.0,Fighting,2K Games,0.01,0.01,0.01,0.0,0.03
5093,Duty Odyssey Gold Edition,GB,1997.0,Shooter,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
5094,Odyssey Depths,PSP,2005.0,Platform,Capcom,0.02,0.01,0.0,0.0,0.03
5095,Glory Skies: Origins,PS2,2002.0,Simulation,THQ,0.01,0.01,0.01,0.0,0.03
5096,Glory Glory,PSV,2014.0,Misc,2K Games,0.01,0.01,0.01,0.0,0.03
5097,Shadows Fairways 3,GBA,2004.0,Puzzle,Epic Games,0.01,0.01,0.01,0.0,0.03
5098,Age of Racing Stars 2,Wii,2014.0,Fighting,THQ,0.01,0.01,0.0,0.01,0.03
5099,Racing Stars Shadows: Revolution,GB,1998.0,Misc,Activision,0.02,0.01,0.0,0.0,0.03
5100,Warriors Odyssey 2,GBA,2005.0,Shooter,CD Projekt,0.02,0.01,0.0,0.0,0.03
5101,Empire of Depths,GB,1999.0,Sports,Sega,0.01,0.01,0.0,0.01,0.03
5102,Warriors Champions: Revolution,X360,2005.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5103,Chronicles of Storm Gold Edition,SNES,2001.0,Fighting,Sega,0.0,0.01,0.01,0.01,0.03
5104,Shadows Gridiron,GBA,2009.0,Misc,Warner Bros. Interactive,0.01,0.0,0.01,0.01,0.03
5105,Call of Depths: Revolution,Wii,2013.0,Puzzle,THQ,0.01,0.0,0.01,0.01,0.03
5106,Heroes Dragons: Revolution,PC,2003.0,Fighting,Activision,0.02,0.01,0.0,0.0,0.03
5107,Dragons Storm: Next Gen,WiiU,2013.0,Racing,Epic Games,0.03,0.0,0.0,0.0,0.03
5108,Skies Rebellion Gold Edition,N64,1998.0,Shooter,Sony Computer Entertainment,0.02,0.0,0.0,0.01,0.03
5109,Destiny Fury,XOne,2013.0,Role-Playing,Nintendo,0.01,0.01,0.01,0.0,0.03
5110,Gridiron Titans III,PSV,2014.0,Misc,CD Projekt,0.02,0.01,0.0,0.0,0.03
5111,Racing Stars Titans: Next Gen,DS,2010.0,Adventure,Square Enix,0.01,0.01,0.01,0.0,0.03
5112,World of Frontier,PC,1996.0,Strategy,Microsoft Game Studios,0.01,0.01,0.01,0.0,0.03
5113,Destiny Warriors III,X360,2010.0,Shooter,Epic Games,0.01,0.01,0.0,0.01,0.03
5114,Battle for Fury 2,SNES,1998.0,Adventure,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5115,Destiny Warriors: Origins,Switch,2017.0,Shooter,Electronic Arts,0.02,0.01,0.0,0.0,0.03
5116,Nations Duty III,GB,2002.0,Shooter,2K Games,0.02,0.01,0.0,0.0,0.03
5117,Realm of Empires: Reborn,Wii,2014.0,Fighting,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
5118,Legend of Valor: Next Gen,GC,2009.0,Action,Warner Bros. Interactive,0.01,0.01,0.01,0.0,0.03
5119,Skies Dragons II,PS3,2007.0,Action,Sega,0.01,0.01,0.01,0.0,0.03
5120,Arena Honor: Origins,PSV,2013.0,Action,Sega,0.01,0.01,0.01,0.0,0.03
5121,Nations Depths 2,WiiU,2016.0,Shooter,CD Projekt,0.02,0.01,0.0,0.0,0.03
5122,Battle for Depths: Origins,XB,2006.0,Adventure,Square Enix,0.02,0.01,0.0,0.0,0.03
5123,Conquest Valor: Origins,PS2,2002.0,Platform,Take-Two Interactive,0.01,0.01,0.0,0.01,0.03
5124,Glory Conquest,GBA,2009.0,Adventure,Square Enix,0.02,0.01,0.0,0.0,0.03
5125,Rise of Valor II,Switch,2019.0,Fighting,2K Games,0.02,0.01,0.0,0.0,0.03
5126,Call of Warriors Gold Edition,Wii,2014.0,Adventure,CD Projekt,0.01,0.01,0.0,0.01,0.03
5127,Titans Conquest: Reborn,3DS,2015.0,Fighting,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
5128,Kingdom of Depths: Reborn,DS,2010.0,Action,Take-Two Interactive,0.01,0.01,0.0,0.01,0.03
5129,Frontier Valor: Origins,PS,2000.0,Action,Activision,0.01,0.01,0.0,0.01,0.03
5130,Glory Rebellion II,XOne,2013.0,Fighting,Capcom,0.02,0.01,0.0,0.0,0.03
5131,Legend of Odyssey 2,Switch,2017.0,Adventure,CD Projekt,0.02,0.01,0.0,0.0,0.03
5132,Quest for Destiny 2,PS4,2015.0,Fighting,2K Games,0.02,0.01,0.0,0.0,0.03
5133,Fury Depths II,PC,1998.0,Adventure,Atari,0.03,0.0,0.0,0.0,0.03
5134,Warriors Odyssey: Next Gen,PS3,2007.0,Platform,Nintendo,0.01,0.01,0.01,0.0,0.03
5135,Realm of Honor: Revolution,GBA,2007.0,Sports,Namco Bandai Games,0.02,0.0,0.0,0.01,0.03
5136,Shadows Heroes 2,3DS,2012.0,Action,THQ,0.01,0.01,0.01,0.0,0.03
5137,Rebellion Destiny,GB,2005.0,Shooter,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5138,Age of Duty Gold Edition,PS2,2007.0,Simulation,Namco Bandai Games,0.01,0.01,0.01,0.0,0.03
5139,World of Titans: Revolution,3DS,2018.0,Strategy,Atari,0.02,0.01,0.0,0.0,0.03
5140,Odyssey Warriors 3,PSP,2010.0,Role-Playing,Square Enix,0.02,0.0,0.01,0.0,0.03
5141,World of Dragons 3,XOne,2014.0,Action,Disney Interactive Studios,0.02,0.01,0.0,0.0,0.03
5142,Racing Stars Gridiron: Next Gen,X360,2014.0,Adventure,2K Games,0.01,0.0,0.01,0.01,0.03
5143,Rise of Conquest: Next Gen,PS3,2012.0,Racing,Square Enix,0.02,0.01,0.0,0.0,0.03
5144,Gridiron Depths: Origins,GBA,2008.0,Sports,Warner Bros. Interactive,0.02,0.01,0.0,0.0,0.03
5145,Tales of Honor II,N64,2005.0,Action,Electronic Arts,0.01,0.01,0.0,0.01,0.03
5146,Champions Heroes: Next Gen,Wii,2010.0,Adventure,2K Games,0.01,0.01,0.0,0.01,0.03
5147,Call of Champions: Origins,PS,2009.0,Strategy,Epic Games,0.01,0.01,0.0,0.01,0.03
5148,Saga of Valor: Next Gen,PC,1998.0,Action,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
5149,Shadow of Frontier III,Wii,2009.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.03
5150,Empire of Destiny: Revolution,PS,2009.0,Misc,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
5151,Empire of Rebellion,Wii,2009.0,Simulation,Disney Interactive Studios,0.01,0.01,0.01,0.0,0.03
5152,Call of Titans Gold Edition,GC,2006.0,Fighting,Disney Interactive Studios,0.02,0.01,0.0,0.0,0.03
5153,Kingdom of Legends: Next Gen,PSP,,Adventure,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5154,Tales of Frontier II,GB,1997.0,Sports,Capcom,0.01,0.01,0.0,0.01,0.03
5155,Legend of Titans,PSV,2013.0,Fighting,Activision,0.02,0.01,0.0,0.0,0.03
5156,Fall of Rebellion,XB,2010.0,Simulation,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
5157,Battle for Odyssey: Reborn,GBA,2004.0,Action,Nintendo,0.01,0.0,0.01,0.01,0.03
5158,Rise of Skies Gold Edition,WiiU,2018.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.01,0.03
5159,Quest for Storm II,GBA,2009.0,Sports,Square Enix,0.02,0.0,0.0,0.01,0.03
5160,Tales of Rebellion: Origins,3DS,2018.0,Platform,Konami Digital Entertainment,0.0,0.01,0.01,0.01,0.03
5161,Empire of Frontier: Next Gen,PC,1997.0,Sports,2K Games,0.02,0.01,0.0,0.0,0.03
5162,Legend of Arena II,3DS,2020.0,Puzzle,Take-Two Interactive,0.03,0.0,0.0,0.0,0.03
5163,Chronicles of Rebellion,GB,2002.0,Role-Playing,Bethesda Softworks,0.01,0.01,0.0,0.01,0.03
5164,World of Storm Gold Edition,SNES,1998.0,Platform,Epic Games,0.01,0.01,0.01,0.0,0.03
5165,Chronicles of Titans: Remastered,Wii,2007.0,Action,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
5166,Rise of Shadows: Revolution,PC,2000.0,Platform,Capcom,0.01,0.01,0.0,0.01,0.03
5167,Call of Heroes: Remastered,X360,2010.0,Sports,Nintendo,0.03,0.0,0.0,0.0,0.03
5168,Glory Frontier,X360,2009.0,Adventure,THQ,0.01,0.01,0.01,0.0,0.03
5169,Conquest Legends: Origins,GC,2002.0,Sports,Nintendo,0.02,0.01,0.0,0.0,0.03
5170,Fall of Honor: Reborn,GBA,2001.0,Racing,Warner Bros. Interactive,0.02,0.01,0.0,0.0,0.03
5171,Quest for Heroes,GBA,2005.0,Puzzle,Nintendo,0.02,0.01,0.0,0.0,0.03
5172,Kingdom of Racing Stars II,3DS,2015.0,Simulation,2K Games,0.01,0.01,0.01,0.0,0.03
5173,Empires Champions Gold Edition,SNES,2006.0,Misc,Microsoft Game Studios,0.01,0.01,0.01,0.0,0.03
5174,Odyssey Storm: Reborn,PC,1996.0,Puzzle,Square Enix,0.01,0.01,0.01,0.0,0.03
5175,Fall of Storm: Origins,PS4,2018.0,Puzzle,Nintendo,0.02,0.01,0.0,0.0,0.03
5176,Fall of Frontier,PS,2001.0,Adventure,Disney Interactive Studios,0.02,0.01,0.0,0.0,0.03
5177,Realm of Depths III,GBA,2004.0,Action,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5178,Valor Destiny: Reborn,N64,2004.0,Puzzle,Disney Interactive Studios,0.02,0.01,0.0,0.0,0.03
5179,Conquest Honor: Revolution,N64,2007.0,Simulation,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.03
5180,Shadows Titans III,GBA,2003.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5181,Rise of Legends,GBA,2005.0,Role-Playing,THQ,0.0,0.01,0.01,0.01,0.03
5182,Battle for Valor,PC,2001.0,Racing,Nintendo,0.01,0.01,0.0,0.01,0.03
5183,Shadows Valor III,Switch,2020.0,Action,Namco Bandai Games,0.01,0.01,0.01,0.0,0.03
5184,Destiny Champions III,GC,2012.0,Puzzle,Capcom,0.02,0.01,0.0,0.0,0.03
5185,Call of Titans: Reborn,PC,2002.0,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.01,0.03
5186,Gridiron Racing Stars,PSV,2019.0,Sports,2K Games,0.01,0.01,0.0,0.01,0.03
5187,Call of Duty,XOne,2020.0,Role-Playing,Square Enix,0.02,0.0,0.01,0.0,0.03
5188,Legends Destiny II,PSV,2017.0,Shooter,Epic Games,0.02,0.01,0.0,0.0,0.03
5189,Arena Dragons II,Switch,2019.0,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.01,0.03
5190,Storm Valor: Reborn,GBA,2001.0,Strategy,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5191,Realm of Empires Gold Edition,GBA,2005.0,Shooter,Ubisoft,0.02,0.01,0.0,0.0,0.03
5192,Fairways Legends III,XOne,2013.0,Adventure,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
5193,Titans Fairways: Remastered,3DS,2011.0,Racing,2K Games,0.02,0.01,0.0,0.0,0.03
5194,Dragons Fairways: Reborn,WiiU,2020.0,Strategy,Activision,0.02,0.01,0.0,0.0,0.03
5195,Nations Fairways 2,PSP,2014.0,Shooter,Warner Bros. Interactive,0.02,0.01,0.0,0.0,0.03
5196,Fall of Gridiron,GBA,2001.0,Strategy,Activision,0.01,0.01,0.0,0.01,0.03
5197,Legend of Conquest: Remastered,PS4,2020.0,Platform,Disney Interactive Studios,0.01,0.01,0.01,0.0,0.03
5198,Rebellion Arena II,X360,2017.0,Fighting,Activision,0.02,0.01,0.0,0.0,0.03
5199,Call of Arena,N64,2004.0,Role-Playing,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
5200,Gridiron Valor Gold Edition,SNES,1998.0,Fighting,Ubisoft,0.01,0.01,0.01,0.0,0.03
5201,Chronicles of Titans II,N64,1996.0,Sports,2K Games,0.02,0.01,0.0,0.0,0.03
5202,Saga of Depths,PS2,2006.0,Strategy,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5203,Legend of Duty,GB,2002.0,Adventure,Square Enix,0.02,0.01,0.0,0.0,0.03
5204,Destiny Frontier: Next Gen,Wii,2010.0,Simulation,Sony Computer Entertainment,0.01,0.01,0.0,0.01,0.03
5205,Quest for Honor 3,SNES,1995.0,Shooter,Disney Interactive Studios,0.01,0.01,0.0,0.01,0.03
5206,Rise of Fairways: Next Gen,WiiU,2014.0,Shooter,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03
5207,Legends Legends III,XOne,2014.0,Misc,THQ,0.0,0.01,0.01,0.01,0.03
5208,Shadows Titans II,PS,2009.0,Role-Playing,Sony Computer Entertainment,0.0,0.01,0.02,0.0,0.03
5209,Rise of Champions: Revolution,GC,2010.0,Misc,Square Enix,0.02,0.0,0.01,0.0,0.03
5210,Warriors Rebellion,XB,2007.0,Strategy,Atari,0.0,0.01,0.01,0.01,0.03
5211,Age of Rebellion 2,GB,2000.0,Action,Warner Bros. Interactive,0.01,0.01,0.0,0.01,0.03
5212,Nations Honor: Revolution,3DS,2014.0,Role-Playing,CD Projekt,0.01,0.0,0.01,0.01,0.03
5213,Legends Storm II,PSV,2019.0,Simulation,Ubisoft,0.01,0.01,0.01,0.0,0.03
5214,Legends Dragons,WiiU,2016.0,Strategy,Ubisoft,0.02,0.0,0.01,0.0,0.03
5215,Odyssey Depths,PSV,2012.0,Adventure,Take-Two Interactive,0.01,0.02,0.0,0.0,0.03
5216,Rise of Legends: Remastered,GB,2001.0,Fighting,Atari,0.02,0.01,0.0,0.0,0.03
5217,Legends Legends: Next Gen,PS4,2019.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.01,0.03
5218,Battle for Frontier Gold Edition,PS,2005.0,Simulation,Warner Bros. Interactive,0.01,0.01,0.0,0.01,0.03
5219,Racing Stars Frontier: Next Gen,WiiU,2017.0,Platform,THQ,0.02,0.01,0.0,0.0,0.03
5220,Racing Stars Legends,PS4,2016.0,Adventure,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5221,Heroes Frontier 2,PSP,2012.0,Sports,Disney Interactive Studios,0.02,0.01,0.0,0.0,0.03
5222,Empires Fury Gold Edition,SNES,1999.0,Action,Warner Bros. Interactive,0.03,0.0,0.0,0.0,0.03
5223,Valor Titans 2,GBA,2004.0,Simulation,Disney Interactive Studios,0.01,0.01,0.01,0.0,0.03
5224,Call of Duty: Reborn,PC,2001.0,Platform,THQ,0.01,0.01,0.0,0.01,0.03
5225,Gridiron Glory: Reborn,X360,2011.0,Shooter,Epic Games,0.01,0.01,0.0,0.01,0.03
5226,World of Legends: Origins,XOne,2014.0,Action,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.03
5227,Realm of Frontier: Remastered,WiiU,2019.0,Role-Playing,Warner Bros. Interactive,0.01,0.0,0.01,0.01,0.03
5228,Gridiron Legends II,3DS,2018.0,Role-Playing,Sega,0.01,0.01,0.01,0.0,0.03
5229,Arena Glory: Revolution,GB,1997.0,Role-Playing,Epic Games,0.02,0.0,0.01,0.0,0.03
5230,Frontier Depths: Reborn,GC,2011.0,Strategy,Sega,0.02,0.0,0.01,0.0,0.03
5231,Saga of Duty 2,N64,,Simulation,CD Projekt,0.01,0.01,0.01,0.0,0.03
5232,World of Odyssey,PS,2009.0,Role-Playing,Activision,0.01,0.01,0.01,0.0,0.03
5233,Battle for Skies II,SNES,2001.0,Role-Playing,Square Enix,0.02,0.0,0.01,0.0,0.03
5234,Fall of Rebellion: Reborn,PC,1999.0,Adventure,CD Projekt,0.0,0.01,0.01,0.01,0.03
5235,Destiny Skies: Reborn,PS3,2016.0,Strategy,Sega,0.01,0.01,0.01,0.0,0.03
5236,Legends Frontier Gold Edition,GBA,2002.0,Sports,Nintendo,0.01,0.01,0.0,0.01,0.03
5237,Empire of Conquest: Origins,3DS,2017.0,Adventure,Epic Games,0.02,0.01,0.0,0.0,0.03
5238,Kingdom of Rebellion: Revolution,WiiU,2020.0,Sports,Nintendo,0.01,0.01,0.0,0.01,0.03
5239,Battle for Odyssey,XB,2003.0,Role-Playing,THQ,0.01,0.0,0.01,0.01,0.03
5240,Fairways Warriors,GB,2002.0,Adventure,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
5241,World of Empires,PS,2005.0,Adventure,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5242,Empire of Rebellion II,Wii,2010.0,Puzzle,Sega,0.02,0.01,0.0,0.0,0.03
5243,Chronicles of Titans 2,PC,1998.0,Sports,Take-Two Interactive,0.01,0.01,0.0,0.01,0.03
5244,Quest for Frontier II,Switch,2017.0,Role-Playing,CD Projekt,0.01,0.01,0.01,0.0,0.03
5245,Fall of Glory,Wii,2016.0,Simulation,Capcom,0.01,0.01,0.0,0.01,0.03
5246,Call of Empires 3,N64,2000.0,Action,Activision,0.02,0.01,0.0,0.0,0.03
5247,Call of Shadows 2,GBA,2005.0,Misc,Capcom,0.01,0.01,0.01,0.0,0.03
5248,Titans Fury 2,GB,2000.0,Fighting,Epic Games,0.0,0.01,0.01,0.01,0.03
5249,Gridiron Odyssey,GC,2005.0,Role-Playing,THQ,0.01,0.01,0.01,0.0,0.03
5250,Quest for Shadows Gold Edition,Switch,2017.0,Fighting,Ubisoft,0.01,0.01,0.0,0.01,0.03
5251,Saga of Warriors 2,GB,1998.0,Fighting,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5252,Warriors Gridiron III,PS,2000.0,Strategy,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5253,Conquest Frontier 3,GB,2002.0,Role-Playing,Disney Interactive Studios,0.01,0.01,0.01,0.0,0.03
5254,Chronicles of Racing Stars,SNES,2000.0,Fighting,Capcom,0.02,0.01,0.0,0.0,0.03
5255,Heroes Duty,WiiU,2013.0,Shooter,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03
5256,Odyssey Gridiron: Next Gen,PSP,2016.0,Fighting,Sega,0.02,0.01,0.0,0.0,0.03
5257,Arena Champions II,XB,2005.0,Sports,Namco Bandai Games,0.01,0.01,0.0,0.01,0.03
5258,Legends Destiny: Next Gen,Wii,2015.0,Sports,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
5259,Honor Rebellion,GB,1996.0,Platform,Capcom,0.01,0.01,0.0,0.01,0.03
5260,Realm of Arena,XB,2006.0,Misc,2K Games,0.02,0.01,0.0,0.0,0.03
5261,Realm of Warriors: Next Gen,SNES,2003.0,Sports,Electronic Arts,0.01,0.01,0.0,0.01,0.03
5262,Glory Titans 2,SNES,,Puzzle,Epic Games,0.02,0.01,0.0,0.0,0.03
5263,Honor Rebellion: Remastered,GC,2008.0,Strategy,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5264,Fall of Glory 2,Wii,2015.0,Simulation,THQ,0.02,0.0,0.01,0.0,0.03
5265,World of Rebellion: Remastered,GBA,2009.0,Action,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
5266,Realm of Fairways II,PS3,2008.0,Fighting,Bethesda Softworks,0.01,0.0,0.01,0.01,0.03
5267,Call of Destiny,SNES,1997.0,Action,Microsoft Game Studios,0.01,0.01,0.0,0.01,0.03
5268,Saga of Valor II,PC,1995.0,Adventure,CD Projekt,0.02,0.01,0.0,0.0,0.03
5269,Empire of Shadows: Remastered,XB,2008.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.01,0.03
5270,Fall of Heroes III,PS,1999.0,Fighting,Activision,0.01,0.01,0.0,0.01,0.03
5271,Conquest Skies III,XOne,2020.0,Sports,Activision,0.02,0.01,0.0,0.0,0.03
5272,Shadow of Empires: Reborn,PS,2007.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5273,Skies Frontier: Revolution,WiiU,2019.0,Puzzle,Nintendo,0.02,0.01,0.0,0.0,0.03
5274,Battle for Rebellion II,DS,2014.0,Action,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
5275,Kingdom of Odyssey: Origins,XB,2006.0,Shooter,Electronic Arts,0.03,0.0,0.0,0.0,0.03
5276,Fall of Frontier Gold Edition,GB,2004.0,Role-Playing,Bethesda Softworks,0.0,0.0,0.02,0.01,0.03
5277,Conquest Honor: Origins,N64,2001.0,Adventure,THQ,0.02,0.01,0.0,0.0,0.03
5278,Destiny Arena: Next Gen,GB,2003.0,Puzzle,Capcom,0.03,0.0,0.0,0.0,0.03
5279,Battle for Dragons 2,GB,2005.0,Action,Ubisoft,0.01,0.01,0.0,0.01,0.03
5280,Saga of Honor 3,XB,2007.0,Strategy,Warner Bros. Interactive,0.01,0.0,0.01,0.01,0.03
5281,Gridiron Valor: Origins,X360,2008.0,Role-Playing,Sega,0.0,0.01,0.01,0.01,0.03
5282,Destiny Duty Gold Edition,PSV,2012.0,Simulation,Epic Games,0.01,0.01,0.0,0.01,0.03
5283,Chronicles of Champions,PS3,2014.0,Shooter,Take-Two Interactive,0.01,0.02,0.0,0.0,0.03
5284,Titans Dragons II,N64,2005.0,Sports,Electronic Arts,0.01,0.01,0.0,0.01,0.03
5285,Empire of Empires,XOne,2015.0,Adventure,Square Enix,0.01,0.01,0.01,0.0,0.03
5286,Legend of Arena: Origins,PS3,2011.0,Racing,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
5287,Odyssey Honor 2,GC,2003.0,Simulation,Sega,0.02,0.0,0.01,0.0,0.03
5288,Skies Destiny,PS3,2010.0,Role-Playing,Ubisoft,0.01,0.01,0.01,0.0,0.03
5289,Rebellion Depths 3,DS,2007.0,Puzzle,Atari,0.01,0.01,0.0,0.01,0.03
5290,Shadow of Rebellion Gold Edition,X360,2009.0,Adventure,CD Projekt,0.01,0.01,0.0,0.01,0.03
5291,Champions Empires,PS4,2020.0,Strategy,Capcom,0.01,0.01,0.0,0.01,0.03
5292,Fury Gridiron,XB,2003.0,Adventure,CD Projekt,0.01,0.01,0.01,0.0,0.03
5293,Nations Honor II,Wii,2010.0,Simulation,Namco Bandai Games,0.02,0.0,0.0,0.01,0.03
5294,Battle for Fairways: Next Gen,XB,2001.0,Adventure,Activision,0.01,0.01,0.01,0.0,0.03
5295,Duty Racing Stars: Remastered,PS2,2006.0,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.0,0.03
5296,World of Titans: Remastered,Wii,2006.0,Sports,Capcom,0.02,0.01,0.0,0.0,0.03
